612953642874871808	Mon Jun 22 12:01:51 +0000 2015	0	0	Sony PlayStation 3 Move Racing... reduced from £5.30 to £3.55 @amazon http://t.co/Lr9UHsOORi http://t.co/5m9If53o6J			3044765326	1	39	69	
612953651640971264	Mon Jun 22 12:01:53 +0000 2015	0	5	RT @rbobrien120: I just bought Bella Swann's The Claiming of Persephone (Taboo Tales of Paranormal Kink Book 1) by Amazon via @amazon #EART…			2248806521	491	313	16712	
612953684205383680	Mon Jun 22 12:02:01 +0000 2015	0	0	"SafeRacks - Wall Shelf, Two Pack (18""x48"") White SafeRacks http://t.co/opb1kAxXkj via @amazon"			553420991	258	647	1885	United States
612953704333996032	Mon Jun 22 12:02:05 +0000 2015	0	0	Love Bites: A Handsome Cop, A Glamorous Star, and Murder (Vampyres of Hollywo... http://t.co/tdncpK0zBz via @amazon free at the time posted			286626882	542	1163	41875	PA
612953762970365952	Mon Jun 22 12:02:19 +0000 2015	0	0	The Rise of the Fourth Reich: The Secret Societies That Threaten to Take Over... http://t.co/0xxvzbvias via @amazon			2544608118	56	74	19	Montréal, Québec
612953800496820224	Mon Jun 22 12:02:28 +0000 2015	0	5	RT @rbobrien120: I just bought Bella Swann's The Claiming of Persephone (Taboo Tales of Paranormal Kink Book 1) by Amazon via @amazon #EART…			2473021844	1602	1114	90886	Carmel, CA
612953801897721861	Mon Jun 22 12:02:29 +0000 2015	0	0	My Sunny Vampire by Stacy Mckitrick http://t.co/KEhW9wapMB via @amazon free at the time posted			286626882	542	1163	41875	PA
612953930876764160	Mon Jun 22 12:02:59 +0000 2015	0	0	Beautiful Oblivion by Addison Moore http://t.co/WFdxHxdH9T via @amazon free at the time posted			286626882	542	1163	41875	PA
612953954293407744	Mon Jun 22 12:03:05 +0000 2015	0	0	@sylvainreynard @amazon ...Oh, where? How could I have missed it..I know why, been I'll again and now trying to play catch-up.	612952377344323585	Olympia, US	388250229	97	273	2884	Olympia, WA
612953968898146305	Mon Jun 22 12:03:08 +0000 2015	0	0	@on_code still not received my code, @amazon is suppose to send it to me as collector edition is not available	612953125486505985		211103309	410	934	10276	Lyon
612953972513439744	Mon Jun 22 12:03:09 +0000 2015	0	0	The Target (Will Robie Book 3) by David Baldacci http://t.co/6UyhDhUUEq via @amazon			2433412003	6	7	2852	
612954083096428544	Mon Jun 22 12:03:36 +0000 2015	0	0	Impossible: A Dark Romantic Comedy by Gary H. Miller http://t.co/Rfa94iLdKE via @amazon free at the time posted			286626882	542	1163	41875	PA
612954090708938752	Mon Jun 22 12:03:38 +0000 2015	0	0	GOGO TEAM Women's Yoga Pants &amp; Tank Top Set Belly Dance Exercise Fitness Outf... http://t.co/Ewp0Xok6fP via @amazon			619294124	1032	1927	6064	Spruce Grove, Alberta, Canada
612954102801256448	Mon Jun 22 12:03:40 +0000 2015	0	0	"In breaking news, @Amazon's decision to only allow purchased video downloads on ""devices"" makes them lose a customer: me. Hello, @iTunes !!"			22127775	217	282	11415	Pittsburgh
612954163094376448	Mon Jun 22 12:03:55 +0000 2015	0	5	RT @rbobrien120: I just bought Bella Swann's The Claiming of Persephone (Taboo Tales of Paranormal Kink Book 1) by Amazon via @amazon #EART…			2190956120	5444	1869	111406	the eye of your mind
612954183596122112	Mon Jun 22 12:04:00 +0000 2015	0	0	Billionaire Romance: Stranded With A Billionaire (Book One) by Lexi Duval http://t.co/MDTTbsPQeR via @amazon free at the time posted			286626882	542	1163	41875	PA
612954251329867776	Mon Jun 22 12:04:16 +0000 2015	0	0	Black Yoga Fold-Over Waist Stretch Workout Active Wear Fitness Sweat Pants Ho... http://t.co/Mg2DCsgsAk via @amazon			619294124	1032	1927	6064	Spruce Grove, Alberta, Canada
