id;ticker;name;index_id;exchange_id;fb_page;tw_name;tw_search_name;;other_tw_name;tw_name has other lang than AJ;fb page other lang
716;RWE.DE;RWE AGRWEX:GER;2;;vorweggehen;RWE_Group;RWE;;;;
717;RYA.L;Ryanair HoldingsRY4B:ISE;2;;ryanair;Ryanair;Ryanair Holdings;;;;
718;SAB.L;SABMiller PLCSAB:LSE;2;;sabmiller;SABMiller;SABMiller;;;;
719;SAF.PA;Safran SASAF:PAR;2;;;SAFRAN;Safran -erin;;;;
720;SAPMY;Saipem SpASPM:MIL;2;;;saipemcanada;Saipem;;;;
721;SAND.ST;Sandvik ABSAND:STO;2;;;SandvikGroup;Sandvik;;;;
722;SAN.PA;Sanofi SASAN:PAR;2;;sanofiUS;sanofi;Sanofi;;;;
723;SAP.DE;SAP SESAPX:GER;2;;SAP;sapnews;SAP;;sap;;
724;SDRL.OL;Seadrill LtdSDRL:OSL;2;;;SeadrillLtd;Seadrill;;;;
725;SESG.PA;SES SASESG:PAR;2;;;SES_Satellites;SES S.A.;;;;
726;SGSN.VX;SGS SASGSN:VTX;2;;SocieteGeneraledeSurveillance;SGS_SA;Societe Generale de Surveillance;;;;
727;SHP.L;Shire PLCSHP:LSE;2;;;Shireplc;Shire plc;;;;
728;SCHN.SW;Schindler Holding AGSCHN:SWX;2;;;SchindlerNA;Schindler Holding;;;;
729;SCHP.VX;Schindler Holding AGSCHP:VTX;2;;;;Schindler Group;;;;
730;SU.PA;Schneider Electric SESU:PAR;2;;SchneiderElectricCareers;SchneiderElec;Schneider Electric;;;;
731;SDR.L;Schroders PLCSDR:LSE;2;;;Schroders;Schroders;;;;
732;SIE.DE;Siemens AGSIEX.N:GER;2;;Siemens;Siemens;siemens_press;;Siemens;;
733;SEB-A.ST;Skandinaviska Enskilda Banken ABSEB A:STO;2;;;SEBGroup;Skandinaviska Enskilda Banken;;;;
734;SKA-B.ST;Skanska ABSKA B:STO;2;;Skanska;SkanskaGroup;Skanska;;;;
735;SKY.L;Sky PLCSKY:LSE;2;;;SkyNews;Sky plc;;;;
736;SN.L;Smith & Nephew PLCSN.:LSE;2;;SmithNephewPlc;SmithNephewPLC;Smith & Nephew;;;;
737;SMIN.L;Smiths Group PLCSMIN:LSE;2;;;SmithsGroupplc;Smiths Group;;;;
738;SRG.MI;Snam SpASRG:MIL;2;;;snam;Snam;;;it;
739;GLE.PA;Societe GeneraleGLE:PAR;2;;societegenerale;SocieteGenerale;Societe Generale;;;;
740;SW.PA;Sodexo SASW:PAR;2;;SodexoUKIreland;SodexoGroup;Sodexo;;;;
741;SOLB.BR;SolvaySOLB:BRU;2;;solvaygroup;SolvayGroup;Solvay;;;;
742;SOONE.SW;Sonova Holding AGSOON:SWX;2;;;SonovaGroup;Sonova Holding;;;;
743;STAN.L;Standard Chartered PLCSTAN:LSE;2;;yourSSE;StanChart;Standard Chartered;;;;
744;SL.L;Standard Life PLCSL.:LSE;2;;;StandardLifeplc;Standard Life;;;;
745;STL.OL;Statoil ASASTL:OSL;2;;Statoil;StatoilASA;Statoil;;;;
746;SEV.PA;Suez Environnement Company SASEV:PAR;2;;;;Suez Environnement;;;;
747;SCA-B.ST;Svenska Cellulosa SCA ABSCA B:STO;2;;SCA;SCAeveryday;Svenska Cellulosa;;;;
748;SHB-A.ST;Svenska Handelsbanken ABSHB A:STO;2;;Handelsbanken;HandelsbankenUK;Svenska Handelsbanken;;;;sw
749;SWEDA.ST;Swedbank ABSWED A:STO;2;;swedbanksverige;Swedbank;Swedbank Sverige;;;sw;sw
750;SREN.VX;Swiss Re AGSREN:VTX;2;;;SwissRe;Swiss Re;;;;
751;SCMN.VX;Swisscom AGSCMN:VTX;2;;Swisscom;Swisscom_Media;Swisscom;;Swisscom;;
752;SYNN.VX;Syngenta AGSYNN:VTX;2;;Syngenta;Syngenta;Syngenta;;;;
753;TLX.DE;Talanx AGTLXX.N:GER;2;;;talanx_en;Talanx;;;;
754;TEC.PA;TechnipTEC:PAR;2;;TechnipGroup;TechnipGroup;Technip;;;;
755;TIT.MI;Telecom Italia SpATIT:MIL;2;;TelecomItalia;TIM_Official;Telecom Italia;;;it;it
756;TEF.MC;Telefonica SATEF:MCE;2;;;Telefonica;Telefonica;;;es;
757;TEL.OL;Telenor ASATEL:OSL;2;;telenornorge;TelenorGroup;Telenor;;;;
758;TLSN.ST;TeliaSonera ABTLSN:STO;2;;TeliaSoneraIC;TeliaSoneraAB;TeliaSonera;;;;
759;TEN.MI;Tenaris SATEN:MIL;2;;;Tenaris;Tenaris;;;;
760;TRN.MI;Terna Rete Elettrica Nazionale SpATRN:MIL;2;;ternaspa;TernaSpA;Terna Rete Elettrica Nazionale;;;it;it
761;TSCO.L;Tesco PLCTSCO:LSE;2;;tesco;tesconews;Tesco;;tesco;;
762;HO.PA;Thales SAHO:PAR;2;;;thalesgroup;Thales;;;;
763;TKA.DE;ThyssenKrupp AGTKAX:GER;2;;ThyssenKrupp;thyssenkrupp_en;ThyssenKrupp;;;;
764;FP.PA;Total SAFP:PAR;2;;Total;Total;Total SA;;;;
765;RIGN.VX;Transocean LtdRIGN:VTX;2;;;TransoceanValue;Transocean;;;;
766;TLW.L;Tullow Oil PLCTLW:LSE;2;;TullowOilplc;TullowOilplc;Tullow Oil;;;;
767;;UBS AGUBSN:SWX;2;;UBSglobal;UBS;UBS;;;;
768;UCB.BR;UCB SAUCB:BRU;2;;;ucb_news;UCB;;;;
769;UL.AS;Unibail-Rodamco SEUL:AEX;2;;;;Unibail-Rodamco;;;;
770;UCG.MI;UniCredit SpAUCG:MIL;2;;;UniCredit_PR;UniCredit;;;;
771;ULVR.L;Unilever PLCULVR:LSE;2;;unilever;unilever;Unilever;;;;
772;UU.L;United Utilities Group PLCUU.:LSE;2;;OfficialUnitedUtilities;unitedutilities;United Utilities;;;;
773;FR.PA;Valeo SAFR:PAR;2;;Valeo.Group;Valeo_Group;Valeo;;;;
774;VIE.PA;Veolia Environnement VE SAVIE:PAR;2;;106821786149402;veolia;Veolia;;;;
775;DG.PA;Vinci SADG:PAR;2;;;vinci;Vinci SA -leonardo -da;;;;
776;VIV.PA;Vivendi SAVIV:PAR;2;;;vivendi;Vivendi;;;;
777;VOD.L;Vodafone Group PLCVOD:LSE;2;;vodafoneUK;vodafoneuk;Vodafone;;;;
778;VOW3.DE;Volkswagen AGVOW3:GER;2;;volkswagen;vwgroup_en;Volkswagen;;;;
779;VOLV-B.ST;Volvo ABVOLV B:STO;2;;Volvo;volvogroup;Volvo;;;;
780;WEIR.L;Weir Group PLCWEIR:LSE;2;;;weirgroup;Weir Group;;;;
781;WTB.L;Whitbread PLCWTB:LSE;2;;;WhitbreadPLC;Whitbread;;;;
782;WOS.L;Wolseley PLCWOS:LSE;2;;;wolseleyplc;Wolseley;;;;
783;WPP.L;WPP PLCWPP:LSE;2;;WPP;WPP;WPP;;;;
784;YAR.OL;Yara International ASAYAR:OSL;2;;yarainternational;yara;Yara International;;;;
785;ZC.PA;Zodiac Aerospace SAZC:PAR;2;;;ZodiacAerospace;Zodiac Aerospace;;;;
786;ZURN.VX;Zurich Insurance Group AGZURN:VTX;2;;zurich;Zurich;Zurich Insurance;;;;
