id;ticker;name;index_id;exchange_id;fb_page;tw_name;tw_search_name;;other_tw_name;tw_name has other lang than AJ;fb page other lang
428;TGNA;Tegna;1;;;TEGNA;Tegna;;;;
429;THC;Tenet Healthcare Corp.;1;;;tenethealth;Tenet Healthcare;;;;
430;TDC;Teradata Corp.;1;;Teradata;Teradata;Teradata;;teradatanews;;
431;TSO;Tesoro Petroleum Co.;1;;;TesoroCorp;Tesoro corp;;;;
432;TXN;Texas Instruments;1;;texasinstruments;TXInstruments;Texas Instruments;;;;
433;TXT;Textron Inc.;1;;;Textron;Textron;;;;
434;BK;The Bank of New York Mellon Corp.;1;;;bnymellon;Bank of New York Mellon;;;;
435;CLX;The Clorox Company;1;;Clorox;Clorox;Clorox;;;;
436;KO;The Coca Cola Company;1;;cocacola;CocaCola;Coca cola;;;;
437;HSY;The Hershey Company;1;;HERSHEYS;Hersheys;Hershey;;;;
438;MOS;The Mosaic Company;1;;mosaiccompany;MosaicCompany;Mosaic Company;;;;
439;TRV;The Travelers Companies Inc.;1;;;travelers;Travelers Companies;;;;
440;DIS;The Walt Disney Company;1;;DisneyAnimation;disney;Walt Disney;;;;
441;TMO;Thermo Fisher Scientific;1;;;thermofisher;Thermo Fisher;;;;
442;TIF;Tiffany & Co.;1;;Tiffany;TiffanyAndCo;Tiffany & Co.;;;;
443;TWC;Time Warner Cable Inc.;1;;twc;TWC;Time Warner Cable;;;;
444;TWX;Time Warner Inc.;1;;TimeWarner;twxcorp;Time Warner -cable;;;;
445;TJX;TJX Companies Inc.;1;;;TJXCo;TJX Companies;;;;
446;TMK;Torchmark Corp.;1;;;;Torchmark;;;;
447;TSS;Total System Services;1;;;TSYS_TSS;Total System Services;;;;
448;TSCO;Tractor Supply Company;1;;TractorSupplyCo;TractorSupply;Tractor Supply;;;;
449;RIG;Transocean;1;;;;Transocean;;;;
450;TRIP;TripAdvisor;1;;TripAdvisor;TripAdvisor;TripAdvisor;;;;
451;FOXA;Twenty-First Century Fox;1;;628676587157110;21CF;21st Century Fox;;;;
452;TYC;Tyco International;1;;;;Tyco International;;;;
453;TSN;Tyson Foods;1;;TysonFoods;TysonFoods;Tyson Foods;;;;
454;USB;U.S. Bancorp;1;;usbank;usbank;U.S. Bancorp;;;;
455;UA;Under Armour;1;;Underarmour;UnderArmour;Under Armour;;;;
456;UNP;Union Pacific;1;;unionpacific;UnionPacific;Union Pacific;;;;
457;UNH;United Health Group Inc.;1;;;unitedhealthgrp;United Health Group;;;;
458;UPS;United Parcel Service;1;;ups;UPS;UPS;;;;
459;URI;United Rentals, Inc.;1;;;United_Rentals;United Rentals;;;;
460;UTX;United Technologies;1;;;UTC;United Technologies;;;;
461;UHS;Universal Health Services, Inc.;1;;;;Universal Health Services;;;;
462;UNM;Unum Group;1;;;unumnews;Unum Group;;;;
463;URBN;Urban Outfitters;1;;urbanoutfitters;UrbanOutfitters;Urban Outfitters;;;;
464;VFC;V.F. Corp.;1;;;;V.F. Corp.;;;;
465;VLO;Valero Energy;1;;valeroenergy;ValeroEnergy_;Valero Energy;;;;
466;VAR;Varian Medical Systems;1;;;;Varian Medical Systems;;;;
467;VTR;Ventas Inc;1;;;;Ventas Inc;;;;
468;VRSN;Verisign Inc.;1;;Verisign;VERISIGN;Verisign;;;;
469;VZ;Verizon Communications;1;;verizon;VerizonNews;Verizon;;verizon;;
470;VRTX;Vertex Pharmaceuticals Inc;1;;;VertexPharma;Vertex Pharmaceuticals;;;;
471;VIAB;Viacom Inc.;1;;Viacom;Viacom;Viacom;;;;
472;V;Visa Inc.;1;;Visa;VisaNews;Visa Inc.;;Visa;;
473;VNO;Vornado Realty Trust;1;;;;Vornado Realty Trust;;;;
474;VMC;Vulcan Materials;1;;;Vulcan_Concrete;Vulcan Materials;;;;
475;WBA;Walgreens Boots Alliance;1;;Walgreens;walgreens;Walgreens Boots Alliance;;;;
476;WMT;Wal-Mart Stores;1;;walmart;Walmart;Walmart;;;;
477;WM;Waste Management Inc.;1;;;WasteManagement;Waste Management;;;;
478;WAT;Waters Corporation;1;;Waters;WatersCorp;Waters Corp;;;;
479;WFC;Wells Fargo;1;;wellsfargo;WellsFargo;Wells Fargo;;;;
480;WDC;Western Digital;1;;WD;WesternDigital;Western Digital;;;;
481;WU;Western Union Co;1;;WesternUnion;WesternUnion;Western Union;;;;
482;WY;Weyerhaeuser Corp.;1;;;WoodbyWY;Weyerhaeuser;;;;
483;WHR;Whirlpool Corp.;1;;whirlpoolusa;WhirlpoolCorp;Whirlpool Corp.;;;;
484;WFM;Whole Foods Market;1;;wholefoods;WholeFoods;Whole Foods Market;;;;
485;WMB;Williams Cos.;1;;WilliamsEnergyCo;WilliamsUpdates;Williams Companies;;;;
486;WEC;Wisconsin Energy Corporation;1;;;wisnrg;Wisconsin Energy corp;;;;
487;WYN;Wyndham Worldwide;1;;WyndhamWorldwide;Wyndham;Wyndham Worldwide;;;;
488;WYNN;Wynn Resorts Ltd;1;;;;Wynn Resorts;;;;
489;XEL;Xcel Energy Inc;1;;xcelenergy;xcelenergy;Xcel Energy;;;;
490;XRX;Xerox Corp.;1;;XeroxCorp;Xerox;Xerox;;;;
491;XLNX;Xilinx Inc;1;;;XilinxInc;Xilinx;;;;
492;XL;XL Capital;1;;;XLCatlin;XL Catlin;;;;
493;XYL;Xylem Inc.;1;;;XylemInc;Xylem Inc.;;;;
494;YHOO;Yahoo Inc.;1;;yahoofinance;YahooInc;Yahoo;;;;
495;YUM;Yum! Brands Inc;1;;yumbrands;yumbrands;Yum! Brands;;;;
496;ZBH;Zimmer Biomet Holdings;1;;;zimmerbiomet;Zimmer Biomet;;;;
497;ZION;Zions Bancorp;1;;;;Zions Bancorporation;;;;
498;ZTS;Zoetis;1;;Zoetis;Zoetis;Zoetis;;;;
501;SKFRY;AB SKF;2;;SKFGroup;SKFgroup;SKF;;;;
502;ABBN.VX;ABB Ltd;2;;ABB;ABBgroupnews;ABB ltd;;;;
503;ADN.L;Aberdeen Asset Management PLC;2;;AberdeenAssetManagement;AberdeenAssetUK;Aberdeen Asset Management;;;;
504;ABE.MC;Abertis Infraestructuras SA;2;;;Abertis;Abertis;;;;
505;AC.PA;Accor SA;2;;Accor;AccorHotelsNews;Accor;;;;
506;ACS.MC;ACS Actividades de Construccion y Servicios SAACS:MCE;2;;;GRUPOACSnews;Actividades de Construccion y Servicios;;;;
507;ATLN.VX;Actelion LtdATLN:VTX;2;;actelion;actelion_com;Actelion;;;;
508;ADEN.VX;Adecco SAADEN:VTX;2;;adecco;AdeccoGroup;Adecco;;;;
509;ADS.DE;adidas AGADSX.N:GER;2;;adidas;adidas;adidas;;;;
510;AGN.AS;Aegon NVAGN:AEX;2;;Aegon;Aegon;Aegon;;;;
511;ADP.PA;Aeroports De Paris SAADP:PAR;2;;aeroportsdeparis;AeroportsParis;Aeroports De Paris;;;;
512;FO4N.F;Ageas SAFORB:BRU;2;;AgeasCom;Ageascom;Ageas;;;;
513;AI.PA;Air LiquideAI:PAR;2;;;airliquidegroup;Air Liquide;;;;
514;AIR.PA;Airbus Group NVAIR:PAR;2;;airbus;AirbusGroupNEWS;Airbus Group;;AirbusGroup;;
515;AKZA.AS;Akzo Nobel NVAKZA:AEX;2;;AkzoNobel;AkzoNobel;Akzo Nobel;;;;
516;ALU.PA;Alcatel Lucent SAALU:PAR;2;;ALUEnterprise;Alcatel_Lucent;Alcatel Lucent;;;;
517;ALFA.ST;Alfa Laval ABALFA:STO;2;;171132542929029;Alfa_Laval;Alfa Laval;;;;
518;ALV.DE;Allianz SEALVX:GER;2;;allianz;Allianz;Allianz;;;;
519;ALPHA.AT;Alpha Bank SAALPHA:ATH;2;;alphabankbonus;Alpha_Bank;Alpha Bank;;;;
520;ALO.PA;Alstom SAALO:PAR;2;;ALSTOM;Alstom;Alstom;;;;
521;AMS.MC;Amadeus IT Holding SAAMS:MCE;2;;AmadeusITGroup;AmadeusITGroup;Amadeus IT Holding;;;;
522;AAL.L;Anglo American PLCAAL:LSE;2;;AngloAmerican;AngloAmerican;Anglo American;;;;
523;ABI.BR;Anheuser-Busch InBev SAABI:BRU;2;;AnheuserBusch;AnheuserBusch;Anheuser-Busch;;;;
524;ANTO.L;Antofagasta PLCANTO:LSE;2;;;;Antofagasta plc;;;;
525;MAERSK-A.CO;AP Moeller Maersk A/SMAERSK A:CPH;2;;MaerskGroup;maersk;Maersk;;;;
526;MT.AS;ArcelorMittalMT:AEX;2;;;ArcelorMittal;ArcelorMittal;;;;
527;ARM.L;ARM Holdings PLCARM:LSE;2;;;ARMHoldings;ARM Holdings;;;;
528;ASML.AS;ASML Holding NVASML:AEX;2;;;;ASML Holding;;;;
529;ALZC.BE;Assa Abloy ABASSA B:STO;2;;assaabloy;assaabloy;Assa Abloy;;;;
530;G.MI;Assicurazioni Generali SpAG:MIL;2;;;Generali_UK;Assicurazioni Generali;;;;
531;ABF.L;Associated British Foods PLCABF:LSE;2;;;;Associated British Foods;;;;
532;AZN.L;AstraZeneca PLCAZN:LSE;2;;;AstraZeneca;AstraZeneca;;;;
533;ATL.MI;Atlantia SpAATL:MIL;2;;;;Atlantia S.p.A. ;;;;
534;CS.PA;AXA SACS:PAR;2;;axainsurance;AXA;AXA;;;;
535;BA.L;BAE Systems PLCBA.:LSE;2;;BAESystemsplc;BAESystemsplc;BAE Systems ;;;;
536;BBVA.MC;Banco Bilbao Vizcaya Argentaria S.A.BBVA:MCE;2;;GrupoBBVA;bbva;Banco Bilbao Vizcaya Argentaria;;;es;
537;SAB.MC;Banco de Sabadell SASAB:MCE;2;;;bancosabadell;Banco Sabadell;;;es;
538;POP.MC;Banco Popular Espanol SAPOP:MCE;2;;popular;popularenlinea;Banco Popular Espanol ;;;es;
539;SAN.MC;Banco Santander SASAN:MCE;2;;bancosantander;bancosantander;Banco Santander;;;es;
540;BIR.IR;Bank of IrelandBIR:ISE;2;;BankofIreland;bankofireland;Bank of Ireland;;;;
541;BKIA.MC;Bankia SABKIA:MCE;2;;bankia.es;Bankia;Bankia;;;es;
542;BARC.L;Barclays PLCBARC:LSE;2;;BarclaysUK;Barclays;Barclays;;;;
543;BAS.DE;BASF SEBASX.N:GER;2;;basf;BASF;BASF;;;;
544;BAYN.DE;Bayer AGBAYX.N:GER;2;;Bayer;Bayer;Bayer AG;;;;
545;BMW.DE;Bayerische Motoren Werke AGBMWX:GER;2;;BMW;BMWGroup;BMW;;BMW;;
546;BEI.DE;Beiersdorf AGBEIX:GER;2;;;Beiersdorf_AG;Beiersdorf;;;;
547;BLG.BR;Belgacom NVBELG:BRU;2;;;Proximus_Group;Belgacom;;;;
548;CBG.L;BG Group PLCBG.:LSE;2;;;BGGroup;BG Group;;;;
549;BLT.L;BHP Billiton PLCBLT:LSE;2;;;bhpbilliton;BHP Billiton;;;;
550;BNP.PA;BNP Paribas SABNP:PAR;2;;bnpparibas.net;BNPParibas;BNP Paribas;;;;
551;BOL.PA;Bollore SABOL:PAR;2;;;;Bollore;;;;
552;EN.PA;Bouygues SAEN:PAR;2;;bouyguestelecom;bouyguestelecom;Bouygues;;;fr;
553;CBP.L;BP PLCBP.:LSE;2;;bp;bp_plc;BP plc;;;;
554;BNR.DE;Brenntag AGBNRX.N:GER;2;;;BrenntagUK;Brenntag;;;;
555;BATS.L;British American Tobacco PLCBATS:LSE;2;;;BATPress;British American Tobacco;;;;
556;BLND.L;British Land Company PLCBLND:LSE;2;;;BritishLandPLC;British Land Company;;;;
557;BT-A.L;BT GroupBT.A:LSE;2;;;BTGroup;BT Group;;;;
558;BRBY.L;Burberry Group PLCBRBY:LSE;2;;Burberry;Burberry;Burberry group;;;;
559;BVI.PA;Bureau Veritas Registre International de Classification de Navires et d'AeronefsBVI:PAR;2;;;_BureauVeritas;Bureau Veritas;;;fr;
560;CABK.MC;Caixabank SACABK:MCE;2;;;infoCaixa;Caixabank;;;es;
561;CAP.PA;Cap Gemini SACAP:PAR;2;;Capgemini;Capgemini;Cap Gemini;;;;
562;CPI.L;Capita PLCCPI:LSE;2;;;CapitaPress;Capita plc;;;;
563;CABGY;Carlsberg A/SCARL B:CPH;2;;Carlsberg;carlsberg;Carlsberg;;;;
564;CCL.L;Carnival PLCCCL:LSE;2;;;CarnivalPLC;Carnival plc;;;;
565;CA.PA;Carrefour SACA:PAR;2;;carrefour;CarrefourGroup;Carrefour;;;;
566;CO.PA;Casino Guichard Perrachon SACO:PAR;2;;;Groupe_Casino;Groupe Casino;;;fr;
567;CNA.L;Centrica PLCCNA:LSE;2;;centricaplc;centricaplc;Centrica;;;;
568;CNHI.MI;CNH Industrial NVCNHI:MIL;2;;CNHIndustrial;CNHIndustrial;CNH Industrial;;;;
569;CNP.PA;CNP Assurances SACNP:PAR;2;;;CNP_Assurances;CNP Assurances;;;fr;
570;CCH.L;Coca Cola HBC AGCCH:LSE;2;;;;Coca Cola HBC;;;;
571;CLPBF;Coloplast A/SCOLO B:CPH;2;;Coloplast;Coloplast_UK;Coloplast;;;;
572;CBK.DE;COMMERZBANK AGCBKX:GER;2;;commerzbank;commerzbank;Commerzbank;;;de;
573;SGO.PA;Compagnie de Saint Gobain SASGO:PAR;2;;saintgobaingroup;saintgobain;Saint Gobain;;;;
574;CFRUY;Compagnie Financiere Richemont SACFR:VTX;2;;;;Richemont;;;;
575;AML.PA;Compagnie Generale des Etablissements Michelin SCAML:PAR;2;;Michelin;Michelin;Michelin;;;;
576;CPG.L;Compass Group PLCCPG:LSE;2;;;compassgroupuk;Compass Group plc;;;;
577;CON.DE;Continental AGCONX:GER;2;;Continental;continentaltire;Continental AG;;;;
578;ACA.PA;Credit Agricole SAACA:PAR;2;;CreditAgricole;CreditAgricole;Credit Agricole;;;fr;
579;CSX.DE;Credit Suisse Group AGCSGN:VTX;2;;creditsuisse;CreditSuisse;Credit Suisse;;;;
580;CRH.L;CRH PLCCRH:LSE;2;;;CRH_plc;CRH plc;;;;
581;DAI.DE;Daimler AGDAIX.N:GER;2;;;Daimler_News;Daimler;;Daimler;;
582;BN.PA;Danone SABN:PAR;2;;danone.de;Danone;Danone;;;;
583;DSN.MU;Danske BankDANSKE:CPH;2;;DanskeBankDanmark;DanskeBank_UK;Danske Bank;;;;
584;DSY.PA;Dassault Systemes SADSY:PAR;2;;DassaultSystemes;dassault3ds;Dassault Systemes;;;;
585;DBK.DE;Deutsche Bank AGDBKX.N:GER;2;;DeutscheBank;DeutscheBank;Deutsche Bank;;;;
586;DB1.DE;Deutsche Boerse AGDB1X.N:GER;2;;DeutscheBoerseAG;DeutscheBoerse;Deutsche Boerse;;;;
587;LHA.DE;Deutsche Lufthansa AGLHAX:GER;2;;lufthansa;lufthansa;Lufthansa;;;;
588;DPW.DE;Deutsche Post AGDPWX.N:GER;2;;deutschepost;DeutschePostDHL;Deutsche Post;;;;
589;DTE.DE;Deutsche Telekom AGDTEX.N:GER;2;;deutschetelekom;Telekom_group;Deutsche Telekom ;;deutschetelekom;;
590;DGE.L;Diageo PLCDGE:LSE;2;;;Diageo_News;Diageo;;;;
591;DNBHF;DNB NOR ASADNBNOR:OSL;2;;dnb;DnB_NOR;DNB ASA;;;no;
592;EOAN.DE;E.ON SEEOAX.N:GER;2;;EON;EON_SE_en; E.ON se;;;;
593;EZJ.L;easyJet plcEZJ:LSE;2;;easyJet;easyJet_press;easyJet;;easyJet;;
594;ELCPF;EDP Energias de Portugal SAEDP:LIS;2;;;energiapt;Energias de Portugal;;;pr;
595;EDF.PA;Electricite de France SAEDF:PAR;2;;edf;edfenergy;EDF Energy;;;;
596;EMSHF;Ems Chemie Holding AGEMSN:SWX;2;;;;Ems Chemie;;;;
597;ENA.DE;Endesa SAELE:MCE;2;;Endesa.es;;Endesa SA;;;;
598;EGPW.MI;Enel Green Power SpAEGPW:MIL;2;;;;Enel Green Power;;;;
599;ENEL.MI;Enel SpAENEL:MIL;2;;;;Enel SpA;;;;
600;ENI.MI;Eni SpAENI:MIL;2;;Eni;eni;Eni SPA;;;;
601;ERIC-B.ST;EricssonERIC B:STO;2;;ericsson;Ericssonpress;Ericsson;;ericsson;;
602;EBS.VI;Erste Group Bank AGEBS:VIE;2;;;ErsteGroup;Erste Group;;;;
603;ESLOY;Essilor International Compagnie Generale D'Optique SAEI:PAR;2;;Essilorgroup;Essilor;Essilor;;;;
604;EVK.DE;Evonik Industries AGEVKX.N:GER;2;;;Evonik;Evonik;;;;
605;IFIC.BE;Exor SpAEXO:MIL;2;;;;Exor SpA;;;;
606;EXPN.L;Experian PLCEXPN:LSE;2;;experian;Experian;Experian;;;;
607;FER.MC;Ferrovial SAFER:MCE;2;;ferrovial;ferrovial;Ferrovial;;;;
608;FCA.MI;Fiat Chrysler Automobiles NVFCA:MIL;2;;FCAFiatChryslerAutomobiles;;Fiat Chrysler Automobiles;;;;
609;FME.DE;Fresenius Medical Care AG & Co KGaAFMEX:GER;2;;;FreseniusMC;Fresenius Medical Care;;;;
610;FRE.DE;Fresenius SE & Co KGaAFREX:GER;2;;;Fresenius;Fresenius SE;;;;
611;FRES.L;Fresnillo PLCFRES:LSE;2;;;FresnilloUK;Fresnillo plc;;;;
612;GALP.LS;Galp Energia SGPS SAGALP:LIS;2;;;galpenergia;Galp Energia;;;;
613;GAS.MC;Gas Natural SDG SAGAS:MCE;2;;GasNaturalFenosa;GNF_es;Gas Natural Fenosa;;;es;
614;ENGI.PA;GDF Suez SAGSZ:PAR;2;;gdfsuezenergyresourcesna;engiegroup;Engie;;;;
615;GEBN.VX;Geberit AGGEBN:VTX;2;;geberit;GeberitGroup;Geberit;;;;
616;GFC.PA;Gecina SAGFC:PAR;2;;;Gecina;Gecina;;;fr;
617;GTO.AS;Gemalto NVGTO:AEX;2;;gemalto;Gemalto;Gemalto;;;;
618;GETI-B.ST;Getinge ABGETI B:STO;2;;;;Getinge;;;;
619;GIVN.VX;Givaudan SAGIVN:VTX;2;;;Givaudan;Givaudan;;;;
620;GJF.OL;Gjensidige Forsikring ASAGJF:OSL;2;;GjensidigeNorge;Gjensidige;Gjensidige;;;no;
621;GKN.L;GKN PLCGKN:LSE;2;;;GKN_plc;GKN plc;;;;
622;GSK.L;GlaxoSmithKline PLCGSK:LSE;2;;GSK;GSK;GlaxoSmithKline;;;;
623;GLEN.L;Glencore PLCGLEN:LSE;2;;;Glencoreplc;Glencore;;;;
624;GRF.MC;Grifols SAGRF:MCE;2;;;Grifols_Press;Grifols;;;;
625;GBLB.BR;Groupe Bruxelles Lambert SAGBLB:BRU;2;;;;Groupe Bruxelles Lambert;;;;
626;HMSB.DE;H & M Hennes & Mauritz ABHM B:STO;2;;hm;hm;Hennes & Mauritz;;;;
627;HNR1.DE;Hannover Rueck SEHNRX.N:GER;2;;;;Hannover Re;;;;
628;HL.L;Hargreaves Lansdown PLCHL.:LSE;2;;hargreaveslansdowninvest;HLInvest;Hargreaves Lansdown;;;;
629;HEI.DE;Heidelbergcement AGHEIX:GER;2;;;the_hc_group;Heidelbergcement;;;;
630;HEIA.AS;HeinekenHEIA:AEX;2;;heineken;heinekencorp;Heineken;;;;
631;HEN.DE;Henkel & Co KGaA AGHENX:GER;2;;henkel;Henkel;Henkel;;;;
632;RMS.PA;Hermes International SCARMS:PAR;2;;hermes;Hermes_Paris;Hermes;;;;
633;HEXA-B.ST;Hexagon ABHEXA B:STO;2;;;HexagonAB;Hexagon AB;;;;
634;;Holcim LtdHOLN:VTX;2;;Holcim;LafargeHolcim;Holcim;;;;
635;HSBA.L;HSBC Holdings PLCHSBA:LSE;2;;hsbcuk;HSBC;HSBC Holdings;;;;
636;BOSS.DE;Hugo Boss AGBOSX.N:GER;2;;hugoboss;HUGOBOSS;Hugo Boss;;;;
637;LSPN.DE;Chocoladefabriken Lindt & Spruengli AGLISN:SWX;2;;LindtChocolate;Lindt_Chocolate;Lindt & Sprungli;;;;
638;CDI.PA;Christian Dior SECDI:PAR;2;;Dior;Dior;Christian Dior;;;;
639;IBE1.DE;Iberdrola SAIBE:MCE;2;;;Iberdrola_En;Iberdrola;;;;
640;ILD.PA;Iliad SAILD:PAR;2;;;;Iliad SA -homer;;;;
641;IMT.L;Imperial Tobacco Group PLCIMT:LSE;2;;;ImperialBrands;Imperial Brands;;;;
642;ITX.MC;Industria de Diseno Textil SAITX:MCE;2;;;;Industria de Diseno Textil;;;;
643;IFX.DE;Infineon Technologies AGIFXX.N:GER;2;;Infineon;Infineon;Infineon Technologies;;;;
644;INGA.AS;ING GroepINGA:AEX;2;;ING;ING_news;ING Group;;;;
645;IHG.L;InterContinental Hotels Group PLCIHG:LSE;2;;ihg;IHG;InterContinental Hotels Group;;;;
646;IAG.L;International Consolidated Airlines Group SAIAG:LSE;2;;;;International Airlines Group;;;;
647;ITRK.L;Intertek Group PLCITRK:LSE;2;;Intertek;Intertek;Intertek;;;;
648;ISP.MI;Intesa Sanpaolo SpAISP:MIL;2;;intesasanpaologroup;intesasanpaolo;Intesa Sanpaolo;;;es;
649;ITV.L;ITV PLCITV:LSE;2;;itv;itvpresscentre;ITV;;ITV;;
650;SBRY.L;J Sainsbury PLCSBRY:LSE;2;;sainsburys;sainsburysnews;J Sainsbury ;;sainsburys;;
651;JEM.DU;Jeronimo Martins SGPS SAJMT:LIS;2;;;;Jeronimo Martins;;;;
652;JMAT.L;Johnson Matthey PLCJMAT:LSE;2;;;Johnson_Matthey;Johnson Matthey;;;;
653;BAER.VX;Julius Baer Gruppe AGBAER:VTX;2;;;;Julius Baer Gruppe;;;;
654;KD8.DE;Kabel Deutschland Holding AGKD8X.N:GER;2;;;;Kabel Deutschland;;;;
655;KBC.BR;KBC GroupKBC:BRU;2;;KBCBankEnVerzekering;kbc_group;KBC Group;;;;
656;KER.PA;Kering SAKER:PAR;2;;keringgroup;KeringGroup;Kering;;;;
657;KYGA.L;Kerry Group PLCKRZ:ISE;2;;;kerryfoodgroup;Kerry Group;;;;
658;KGF.L;Kingfisher PLCKGF:LSE;2;;kingfisherworld;kingfisherplc;Kingfisher;;;;
659;LI.PA;Klepierre SALI:PAR;2;;;;Klepierre;;;;
660;KPN.DE;Koninklijke KPN NVKPN:AEX;2;;kpn;KPN;Koninklijke KPN;;;nl;
661;KNIN.VX;Kuehne und Nagel International AGKNIN:VTX;2;;;KNSeafreight;Kuehne + Nagel;;;;
662;LHN.PA;Lafarge SALG:PAR;2;;LafargeHolcim;LafargeHolcim;LafargeHolcim;;;;
663;LAND.L;Land Securities Group PLCLAND:LSE;2;;;landsecurities;Land Securities;;;;
664;LGEN.L;Legal & General Group PLCLGEN:LSE;2;;;landg_group;Legal & General Group;;;;
665;LR.PA;Legrand SALR:PAR;2;;LegrandFrance;Legrand;Legrand;;;;
666;LIN.DE;Linde AGLINX:GER;2;;;The_Linde_Group;Linde AG;;;;
667;LLOY.L;Lloyds Banking Group plcLLOY:LSE;2;;lloydsbank;AskLloydsBank;Lloyds Banking Group;;;;
668;OR.PA;L'Oreal SAOR:PAR;2;;LorealParis;Loreal;Loreal;;;;
669;LUX.MI;Luxottica Group SpALUX:MIL;2;;Luxottica;Luxottica;Luxottica Group;;;;
670;MC.PA;LVMH Moet Hennessy Louis Vuitton SEMC:PAR;2;;LouisVuitton;LouisVuitton;Louis Vuitton;;;;
671;MAN.DE;Man SEMANX:GER;2;;ManTruckBusUKLtd;mantruckbusuk;MAN SE;;;;
672;MAP.MC;Mapfre SAMAP:MCE;2;;MAPFRE.Corp;MAPFRE;Mapfre;;;es;es
673;MKS.L;Marks and Spencer Group PLCMKS:LSE;2;;MarksandSpencer;marksandspencer;Marks and Spencer Group;;;;
674;MRK.DE;Merck KGaAMRKX:GER;2;;;Merck;Merck;;;;
675;MEO.DE;Metro AGMEOX:GER;2;;;;Metro AG;;;;
676;MUV2.DE;Muenchener Rueckversicherungs Gesellschaft AG in MuenchenMUVX.N:GER;2;;;MunichRe;Munich Re;;;;
677;ETE.AT;National Bank of Greece SAETE:ATH;2;;;;National Bank of Greece;;;;
678;NG.L;National Grid PLCNG.:LSE;2;;nationalgrid;Grid_Media;National Grid;;nationalgriduk;;
679;KN.PA;Natixis SAKN:PAR;2;;;Natixis_com;Natixis;;;fr;
680;NESN.VX;Nestle SANESN:VTX;2;;nestle;nestle;Nestle;;;;
681;NXT.L;Next PLCNXT:LSE;2;;nextonline;nextofficial;Next plc;;;;
682;NOKIA.HE;NOKIANOK1V:HEX;2;;nokia;nokia;Nokia;;;;
683;NHY.OL;Norsk Hydro ASANHY:OSL;2;;;NorskHydroASA;Norsk Hydro;;;;
684;NOVN.VX;Novartis AGNOVN:VTX;2;;novartis;Novartis;Novartis;;;;
685;NOVO-B.CO;Novo Nordisk A/SNOVO B:CPH;2;;novonordisk;novonordisk;Novo Nordisk;;;;
686;NZYM-B.CO;Novozymes A/SNZYM B:CPH;2;;;Novozymes;Novozymes;;;;
687;OCI.AS;Oci NVOCI:AEX;2;;;;Oci NV;;;;
688;OML.L;Old Mutual PLCOML:LSE;2;;oldmutual;OldMutualSA;Old Mutual;;;;
689;OMV.VI;OMV AGOMV:VIE;2;;;omv;OMV;;;;
690;ORA.PA;Orange SAORA:PAR;2;;Orange;orange;Orange SA;;;;
691;ORK.OL;OrklaORK:OSL;2;;orklafoodsnorge;OrklaGroup;Orkla;;;;
692;PSON.L;PearsonPSON:LSE;2;;;pearson;Pearson;;;;
693;RI.PA;Pernod Ricard SARI:PAR;2;;;Pernod_Ricard;Pernod Ricard;;;;
694;PFC.L;Petrofac LtdPFC:LSE;2;;;;petrofac -cup -final;;;;
695;PHIA.DE;Philips ElectronicsPHIA:AEX;2;;Philips;PhilipsPR;Philips Electronics;;Philips;;
696;TPEIR.AT;Piraeus Bank SATPEIR:ATH;2;;;;Piraeus Bank;;;;
697;PGIL.L;Polyus Gold International LtdPGIL:LSE;2;;;PolyusGoldInt;Polyus Gold;;;;
698;PAH3.DE;Porsche Automobil Holding SEPAH3:GER;2;;porsche;PorscheNewsroom;Porsche;;Porsche;;
699;PSM.DE;Prosiebensat 1 Media AGPSMX.N:GER;2;;p7s1p4;P7S1P4;Prosiebensat 1 Media;;;de;de 
700;PRU.L;Prudential PLCPRU:LSE;2;;;Prudential;Prudential;;;;
701;PUB.PA;Publicis Groupe SAPUB:PAR;2;;publicisgroupe;PublicisGroupe;Publicis Groupe;;;;
702;RBI.VI;Raiffeisen Bank International AGRBI:VIE;2;;;RBI_Presse;Raiffeisen Bank International;;;;
703;RAND.AS;Randstad HoldingRAND:AEX;2;;;Randstad;Randstad;;;;
704;RB.L;Reckitt Benckiser Group PLCRB.:LSE;2;;discoverRB;discoverRB;Reckitt Benckiser;;;;
705;REE.MC;Red Electrica Corporacion SAREE:MCE;2;;;RedElectricaREE;Red Electrica Corporacion;;;es;
706;REN.AS;Reed Elsevier NVREN:AEX;2;;;RELXGroupHQ;RELX Group;;;;
707;REL.L;Reed Elsevier PLCREL:LSE;2;;ElsevierConnect;ElsevierNews;Elsevier;;;;
708;RNO.PA;Renault SARNO:PAR;2;;renault;Groupe_Renault;Renault;;;;
709;REP.MC;Repsol SAREP:MCE;2;;;;Repsol -@box_repsol -honda;;;;
710;RIO.L;Rio Tinto PLCRIO:LSE;2;;;RioTinto;Rio Tinto;;;;
711;ROG.VX;Roche Holding AGROG:VTX;2;;LaRochePosay;roche;Roche Holding;;;;
712;RR.L;Rolls-Royce Holdings PLCRR.:LSE;2;;rollsroycemotorcars;RollsRoyce;Rolls-Royce Holdings;;RollsRoyceMedia;;
713;RBS.L;Royal Bank of Scotland Group PLCRBS:LSE;2;;royalbankofscotland;RBSGroup;Royal Bank of Scotland;;;;
714;RDSA.L;Royal Dutch Shell PLCRDSA:LSE;2;;Shell;shell;Shell;;;;
715;RRTL.DE;RTL Group SARRTLX:GER;2;;;rtlgroup;RTL Group;;;;
